sgRNA,Gene,Endura,Addgene
sg_16714,FFAR1,275.7801607935302,443.05745648500374
sg_56669,UTS2B,1370.936033980834,1474.8350948747384
sg_8723,CHRM1,1046.3716570180513,1007.5005174864468
sg_58093,ZDHHC15,778.5562662113379,732.3598139158509
sg_4960,BTN3A1,237.94750335615058,222.5402749468055
sg_10565,COLGALT2,629.2168289585237,637.2744237113067
sg_15724,FAM122C,446.52491738591436,360.11062673210347
sg_19112,GLTPD2,1969.7871773646189,1986.6777272523912
sg_43036,SERPINB2,820.8691067663019,1001.4312372606248
sg_3149,ATAD1,897.5300178894132,728.3136270986363
sg_16478,FBXW12,254.8726395781362,305.48710469970575
sg_52684,TMEM205,153.8196203703986,137.57035178529796
sg_8052,CDH4,626.7278383376434,526.0042862379039
sg_56078,UBA5,661.5737070299667,748.5445611847094
sg_14252,EIF3L,2107.179459637208,2150.548293349584
sg_23760,ITGA5,646.6397633046854,722.2443468728143
sg_46068,SLC39A11,399.2340955891899,481.49623124854287
sg_48671,ST14,298.18107638145227,230.6326485812348
sg_30621,MUC16,743.7103975190146,813.2835502601438
sg_18374,GDAP1,369.8640062628031,406.6417751300719
sg_46140,SLC39A4,455.98308174525926,471.38076420550624
sg_19293,GP9,1174.8035730554716,999.4081438520175
sg_57601,WNT7A,701.8953550882267,621.0896764424481
sg_42167,SCN10A,972.1997365158203,1110.6782813254204
sg_11429,CTSD,809.4197499102528,724.2674402814216
sg_34005,OR2A2,1644.227204153484,1907.7770843167054
sg_32934,NSG2,1471.9890531885717,1426.2808530681627
sg_3608,ATP5G2,1413.7466726599741,1310.9645287775452
sg_26581,LILRA2,362.3970344001624,345.9489728718522
sg_48409,SPRY4,1122.0369718928105,1199.6943913041425
sg_30810,MYLK3,1681.0642653425116,1806.6224138863392
sg_4073,B3GAT3,267.8153908067134,269.07142334477396
sg_50672,TGFB3,125.94292541653995,133.5241649680833
sg_20813,GRPR,1178.7859580488798,1120.7937483684568
sg_40178,RCE1,1266.8962260280402,1052.0085724758078
sg_38802,PRKRIR,1023.4729433059531,918.4844075077245
sg_8463,CERCAM,680.4900357486566,699.9903193781337
sg_38347,POLR2J3,1178.7859580488798,1377.7266112615869
sg_53605,TMEM62,902.5079991311736,793.0526161740705
sg_1761,ALDH3A2,358.414649406754,301.44091788249114
sg_3512,ATP2A2,246.90786959131944,218.49408812959086
sg_15001,EQTN,1052.345234508164,847.6761382064683
sg_35666,OXER1,1442.618963862185,1539.5740839501727
sg_33784,OR13C8,1271.3764091456246,1323.1030892291892
sg_27116,LPHN3,666.5516882717272,661.5515446145946
sg_5126,C12orf23,362.3970344001624,436.9881762591817
sg_25194,KCNU1,906.9881822487581,950.8539020454417
sg_41445,RPL37A,545.5867440969478,582.650901678909
sg_39500,PTPLA,161.2865922330393,269.07142334477396
sg_41333,RPGR,1018.4949620641927,1070.2164131532738
sg_16974,FKBP8,1317.671634693997,1112.7013747340277
sg_47954,SORCS1,249.39686021219967,242.77120903287874
sg_11900,CYP2D6,1346.0461277720317,1139.0015890459229
sg_19817,GPR15,1118.5523850235782,1302.8721551431158
sg_54915,TRAF3IP3,796.4769986816756,778.8909623138193
sg_37554,PILRB,218.53337651328474,214.44790131237622
sg_25730,KLRC3,684.970218866241,750.5676545933168
sg_43853,SLC12A4,1775.1481108117844,1996.7931942954276
sg_651,ACBD4,2108.672854009736,2235.518216511092
sg_44214,SLC17A3,768.1025056036409,823.3990173031805
sg_40859,RNF148,963.7371684048275,987.2695834003736
sg_6306,CADM2,1251.4644841785828,954.9000888626564
sg_20446,GRAMD3,1501.3591425149584,1598.243792799785
sg_22464,IER3,752.6707637541834,671.6670116576312
sg_47117,SLC8A3,766.6091112311127,742.4752809588875
sg_18290,GBA,1660.1567441271175,1531.4817103157434
sg_41109,RNFT1,347.46309067488096,287.27926402223983
sg_29154,METTL7B,773.5782849695775,815.3066436687511
sg_5574,C1QTNF6,813.4021349036611,754.6138414105314
sg_9978,CNGA4,645.6441670563332,615.0203962166262
sg_48352,SPRED2,509.24748103209635,627.1589566682701
sg_35088,OR6B1,531.1505984958424,503.7502587432234
sg_45565,SLC35A3,187.6698928143698,169.93984632301513
sg_44975,SLC25A52,698.4107682189942,732.3598139158509
sg_3813,ATP8B4,498.2959223002233,550.2814071411918
sg_4714,BNIP3L,341.98731130894447,263.00214311895195
sg_29577,MIA,1150.9092630950213,904.3227536474733
sg_6670,CATSPERD,558.031697201349,434.96508285057445
sg_12278,DCBLD1,322.0753863419026,325.71803878577896
sg_39003,PRRT3,209.07521215393984,208.37862108655426
sg_40029,RAET1E,474.8994104639491,384.38774763539135
sg_22978,IL11RA,562.0140821947573,499.70407192600874
sg_5898,C7orf34,488.33995981670233,447.10364330221836
sg_8042,CDH26,935.8604734509688,1098.5397208737763
sg_52076,TMEM14E,1315.1826440731168,1493.0429355522042
sg_54878,TPTE,400.72748996171805,285.25617061363255
sg_56010,TXNDC15,2226.1532113152834,2342.74216716728
sg_44754,SLC25A17,960.7503796597712,983.2233965831589
sg_23484,IMPG2,460.4632648628437,517.9119126034747
sg_51626,TMEM106A,1145.9312818532608,1225.9946056160377
sg_59073,TAS2R7,899.0234122619413,811.2604568515364
sg_7820,CD96,715.3359044409799,653.4591709801653
sg_49460,SUSD5,481.86858420241373,378.3184674095694
sg_53592,TMEM61,636.6838008211644,702.013412786741
sg_11624,CXCL9,728.7764537937331,667.6208248404165
sg_18491,GFPT2,909.4771728696383,1041.8931054327713
sg_46829,SLC6A15,1234.0415498324212,1294.7797815086867
sg_7882,CDCP1,822.36250113883,754.6138414105314
sg_29946,MOGAT2,326.0577713353109,362.1337201407108
sg_4229,B4GALT6,1010.5301920773759,995.3619570348029
sg_13976,ECSCR,236.45410898362243,238.7250222156641
sg_36094,PARM1,416.65702993535155,463.28839057107695
sg_29458,MGAT2,1113.0766056576417,989.2926768089809
sg_54512,TNFSF12,480.8729879540616,562.4199675928357
sg_57521,WNT1,1270.8786110214487,1319.0569024119745
sg_4618,BLCAP,824.8514917597103,801.1449898084999
sg_51104,TM2D1,1238.5217329500056,1130.9092154114935
sg_39265,PTCHD1,854.7193792102731,977.154116357337
sg_18616,GHITM,1328.125395301694,1422.234666250948
sg_9086,CISD2,1356.9976865039048,1347.380210132477
sg_28399,MAN1A1,482.86418045076584,505.77335215183075
sg_34253,OR2T3,266.8197945583613,279.18689038781054
sg_25468,KIAA1468,389.775931229845,453.1729235280403
sg_23394,IL6ST,656.5957257882063,756.6369348191388
sg_545,AC002365.1,973.6931308883484,1143.0477758631375
sg_30074,MPL,678.9966413761284,606.9280225821968
sg_50983,TLCD2,1247.4820991851743,1193.6251110783205
sg_3673,ATP6V0A1,1198.6978830159217,1187.5558308524985
sg_37563,PIM2,864.675341693794,809.2373634429291
sg_38978,PRRG4,869.6533229355546,689.8748523350971
sg_23112,IL17RD,1262.4160429104559,1102.585907690991
sg_7703,CD7,302.6612594990367,208.37862108655426
sg_5356,C17orf80,806.4329611651965,910.3920338732953
sg_49491,SV2C,480.8729879540616,556.3506873670138
sg_37648,PKD2L1,127.93411791324414,153.75509905415655
sg_12982,DLG4,787.5166324465067,732.3598139158509
sg_15311,ETNK1,627.2256364618195,517.9119126034747
sg_40298,REEP5,743.2125993948385,896.230380013044
sg_6442,CAMK2B,344.97410005400076,347.97206628045956
sg_58466,ZP1,836.7986467399354,873.9763525183635
sg_58560,ASB11,408.1944618243587,457.219110345255
sg_47490,SMAD2,596.8599508870807,608.9511159908042
sg_19002,GLIPR1,714.8381063168039,789.006429356856
sg_12775,DHODH,864.675341693794,756.6369348191388
sg_49795,SYT8,341.98731130894447,343.9258794632449
sg_20123,GPR50,755.1597543750637,882.0687261527928
sg_37587,PIRT,1135.4775212455638,1242.1793528848962
sg_37780,PLA2G3,1171.318986186239,1159.232523131996
sg_8556,CES2,1349.032916517088,1161.2556165406033
sg_7366,CD300E,168.75356409568002,254.90976948452268
sg_30805,MYLK3,1181.27494866976,1185.5327374438912
sg_57631,WNT9B,2540.263827670369,2451.9892112320754
sg_24079,ITPRIPL1,1014.5125770707842,1013.5697977122687
sg_44220,SLC17A3,603.8291246255453,519.935006012082
sg_4492,BEAN1,1343.0593390269755,1246.2255397021108
sg_47342,SLCO5A1,524.1814247573777,596.8125555391603
sg_48021,SPACA1,617.2696739782986,750.5676545933168
sg_50090,TAS2R41,1402.2973158039251,1327.1492760464039
sg_30726,MYADM,988.1292764894538,954.9000888626564
sg_11632,CXCR1,398.2384993408378,432.9419894419671
sg_15315,ETNK1,1282.8257660016736,1230.0407924332524
sg_56457,UNC5D,520.6968378881454,475.42695102272086
sg_40314,REEP6,206.08842340888356,151.7320056455492
sg_43912,SLC12A8,1524.7556543512328,1296.802874917294
sg_52998,TMEM241,1144.4378874807326,1088.4242538307396
sg_29480,MGAT4A,918.9353372289833,873.9763525183635
sg_37856,PLBD2,581.9260071617992,554.3275939584065
sg_28188,LYPLA1,1022.9751451817771,1064.1471329274518
sg_27882,LST1,2225.655413191107,2191.010161521731
sg_20528,GRIA4,784.0320455772744,778.8909623138193
sg_10611,COMTD1,381.3133631188522,345.9489728718522
sg_42296,SCNN1A,515.7188566463849,416.7572421731085
sg_52259,TMEM170A,889.5652479025964,1027.73145157252
sg_10337,COL17A1,621.749857095883,655.4822643887726
sg_13942,ECE2,376.3353818770917,398.5494014956426
sg_12073,CYP4V2,1167.8343993170067,1169.3479901750327
sg_21955,HSD11B1,543.0977534760675,566.4661544100504
sg_46057,SLC39A10,654.1067351673261,659.5284512059873
sg_50867,THSD7B,609.3049039914819,730.3367205072435
sg_51601,TMEM101,1055.8298213773962,873.9763525183635
sg_15757,FAM134A,1496.381161273198,1567.8973916706752
sg_48142,SPECC1L-ADORA2A,1493.3943725281417,1361.5418639927284
sg_19862,GPR160,509.7452791562724,594.7894621305529
sg_19280,GP6,1020.9839526850728,1035.8238252069493
sg_16689,FER1L4,1455.063916966586,1462.6965344230944
sg_16493,FBXW7,1050.8518401356357,1161.2556165406033
sg_60,AATK,653.60893704315,782.937149131034
sg_17405,FTHL17,720.3138856827403,819.3528304859658
sg_41407,RPL28,953.2834077971305,878.0225393355781
sg_16271,FAM76B,448.0183117584425,455.19601693664765
sg_51215,TM7SF2,683.9746226178889,637.2744237113067
sg_58424,ZNF816,858.7017642036815,681.7824787006679
sg_53050,TMEM247,471.4148235947167,394.503214678428
sg_19926,GPR176,1045.8738588938752,1056.0547592930225
sg_29555,MGST1,505.26509603868794,499.70407192600874
sg_28521,MANSC1,681.9834301211847,615.0203962166262
sg_11949,CYP2S1,605.8203171222495,552.3045005497992
sg_14018,EDDM3B,547.577936593652,610.9742093994115
sg_35993,PAPPA2,408.6922599485348,536.1197532809406
sg_53063,TMEM248,1790.082054537066,1802.5762270691248
sg_46577,SLC4A7,1849.8178294381914,1893.6154304564543
sg_15299,ETFDH,461.4588611111958,360.11062673210347
sg_56220,UGT1A4,296.6876820089241,311.5563849255277
sg_43742,SLAMF9,1077.7329388411422,1060.1009461102371
sg_4233,B4GALT6,990.120468986158,910.3920338732953
sg_46638,SLC51B,608.8071058673057,677.7362918834532
sg_6683,CAV1,666.0538901475512,578.6047148616943
sg_26289,LEMD2,763.6223224860564,629.1820500768774
sg_48525,SRPRB,664.560495775023,499.70407192600874
sg_51166,TM4SF2,877.6180929223713,799.1218963998925
sg_44556,SLC22A2,985.6402858685735,1183.5096440352838
sg_10812,CPT1B,1493.8921706523179,1371.6573310357649
sg_53007,TMEM242,593.3753640178483,477.4500444313282
sg_49265,STX4,1201.684671760978,1187.5558308524985
sg_34505,OR4F6,1641.2404154084277,1559.8050180362459
sg_28913,MCU,239.93869585285478,178.03221995744443
sg_57389,WDR65,1052.8430326323398,1139.0015890459229
sg_45158,SLC27A6,1549.6455605600352,1600.2668862083924
sg_27299,LRIG1,385.2957481122606,430.9188960333598
sg_42737,SEMA3C,747.1949843882469,716.1750666469923
sg_11018,CRELD2,275.28236266935414,242.77120903287874
sg_32484,NOX3,397.2429030924857,354.0413465062815
sg_45097,SLC26A9,523.1858285090257,526.0042862379039
sg_39615,PTPRE,1266.398427903864,1185.5327374438912
sg_45119,SLC27A2,1630.7866548007307,1612.4054466600364
sg_33775,OR13C3,1130.4995400038033,995.3619570348029
sg_39368,PTGER4,1016.5037695674885,991.3157702175882
sg_57108,VSIG10,1426.1916257643754,1361.5418639927284
sg_9945,CMTR2,1047.3672532664034,1066.1702263360592
sg_32688,NPY2R,791.9968155640912,633.2282368940921
sg_40846,RNF145,872.1423135564347,704.0365061953484
sg_37199,PHEX,1131.4951362521554,1230.0407924332524
sg_36086,PARL,331.53355070124746,305.48710469970575
sg_45969,SLC38A2,583.9171996585034,702.013412786741
sg_51881,TMEM131,302.6612594990367,248.84048925870073
sg_14180,EFNB1,371.8551987595073,315.6025717427424
sg_2714,AREG,180.2029209517291,135.54725837669062
sg_6916,CCL24,395.74950871995753,441.0343630763964
sg_55417,TSPAN10,1048.8606476389316,752.5907480019241
sg_55361,TSC1,637.6793970695165,600.8587423563749
sg_36004,PAPPA2,663.564899526671,592.7663687219456
sg_13492,DPP4,673.0230638860158,612.9973028080188
sg_13508,DPP6,462.45445735954786,400.57249490424994
sg_32958,NT5DC1,623.2432514684111,576.581621453087
sg_58793,UGT1A1,450.50730237932277,341.90278605463755
sg_42642,SEL1L3,954.7768021696586,979.1772097659443
sg_7126,CD164,1096.151469435656,1017.6159845294834
sg_1728,AKAP9,486.8465654441742,548.2583137325845
sg_41128,ROBO1,964.7327646531795,924.5536877335466
sg_16060,FAM20A,387.7847387331408,390.4570278612133
sg_48723,ST3GAL5,909.4771728696383,1165.301803357818
sg_32598,NPPA,1043.384868272995,1013.5697977122687
sg_13328,DNASE2B,878.6136891707234,827.445204120395
sg_17355,FRMD5,450.0095042551467,485.5424180657575
sg_34933,OR5B21,989.1248727378058,930.6229679593686
sg_18523,GFRA2,674.018660134368,687.8517589264898
sg_39223,PTBP1,260.84621706824873,267.0483299361666
sg_33566,OR10D3,533.6395891167226,586.6970884961237
sg_29088,MEP1B,979.1689102542849,912.4151272819026
sg_40388,RETSAT,305.15025011991696,323.6949453771717
sg_8348,CEACAM8,737.239021904726,629.1820500768774
sg_2101,ANGPT1,783.5342474530984,772.8216820879974
sg_34405,OR4C16,1012.5213845740801,1112.7013747340277
sg_54725,TP53I13,519.7012416397934,528.0273796465112
sg_51204,TM7SF2,345.9696963023528,384.38774763539135
sg_5804,C5AR2,604.8247208738974,602.8818357649823
sg_47181,SLC9A5,606.3181152464256,604.9049291735895
sg_46975,SLC7A11,1264.40723540716,1321.0799958205819
sg_6546,CAPNS1,273.788968296826,303.4640112910984
sg_14828,EPHA2,190.6566815594261,184.10150018326638
sg_23743,ITGA3,1329.120991550046,1325.1261826377965
sg_39144,PSENEN,608.3093077431297,671.6670116576312
sg_55280,TRPM6,989.1248727378058,910.3920338732953
sg_46116,SLC39A14,832.318463622351,837.5606711634317
sg_58537,ZZEF1,675.0142563827201,754.6138414105314
sg_34107,OR2D2,427.6085886672246,540.1659400981553
sg_33591,OR10G4,389.775931229845,394.503214678428
sg_13143,DNAJC10,335.0181375704798,335.8335058288156
sg_16817,FGFR2,588.3973827760879,627.1589566682701
sg_53112,TMEM253,895.538825392709,873.9763525183635
sg_48071,SPAST,1135.4775212455638,1205.7636715299645
sg_7560,CD48,1551.1389549325631,1434.3732267025919
sg_51523,TMED5,393.26051809907733,509.81953896904537
sg_44613,SLC22A4,728.7764537937331,606.9280225821968
sg_27017,LPAR5,1747.769213982102,1626.5671005202876
sg_57647,WRB,1048.8606476389316,1043.9161988413787
sg_24139,IZUMO3,1414.2444707841503,1408.0730123906967
sg_18809,GJB3,1066.2835819850932,999.4081438520175
sg_54668,TOR1AIP1,1174.3057749312954,1296.802874917294
sg_19378,GPC5,589.8907771486159,606.9280225821968
sg_47698,SMIM22,929.3890978366802,752.5907480019241
sg_1284,ADCY6,707.8689325783391,552.3045005497992
sg_15113,ERLIN1,527.168213502434,451.14983011943303
sg_10210,CNTN6,373.34859313203543,287.27926402223983
sg_56456,UNC5D,632.701415827756,568.4892478186578
sg_39364,PTGER4,1772.1613220667282,1660.959688466612
sg_52875,TMEM229B,1946.3906655283447,2047.3705295106108
sg_14738,ENTPD6,1753.2449933480384,1826.8533479724126
sg_29,AADAC,1610.874729833689,1383.7958914874089
sg_58632,MS4A2,636.6838008211644,600.8587423563749
sg_19453,GPNMB,544.0933497244197,489.58860488297216
sg_40039,RAET1G,742.7148012706625,663.5746380232019
sg_42644,SEL1L3,1277.3499866357372,1236.1100726590744
sg_31991,nontargeting,437.5645511507455,398.5494014956426
sg_19782,GPR150,253.37924520560804,224.56336835541285
sg_53493,TMEM53,497.3003260518712,594.7894621305529
sg_48104,SPATA31E1,604.3269227497213,534.0966598723332
sg_51476,TMED10,2130.5759714734822,2235.518216511092
sg_40451,RGR,249.39686021219967,335.8335058288156
sg_11888,CYP2D6,303.6568557473888,360.11062673210347
sg_31637,NINJ2,827.3404823805905,805.1911766257145
sg_56793,VANGL1,652.613340794798,590.7432753133382
sg_47676,SMIM2,1181.27494866976,1310.9645287775452
sg_21988,HSD11B2,820.8691067663019,750.5676545933168
sg_49167,STX10,389.2781331056689,376.29537400096206
sg_4559,BET1L,1413.2488745357982,1458.65034760588
sg_45586,SLC35A5,525.1770210057298,457.219110345255
sg_17880,GABRD,598.3533452596088,639.297517119914
sg_25476,KIAA1524,360.4058419034582,331.78731901160097
sg_31213,NDFIP1,1336.090165288511,1244.2024462935035
sg_33571,OR10G2,976.1821215092286,1118.7706549598495
sg_15234,ERVW-1,1446.6013488555932,1359.518770584121
sg_35085,OR6B1,1175.7991693038236,1056.0547592930225
sg_40372,RET,607.3137114947776,566.4661544100504
sg_33499,OPRL1,644.6485708079812,598.8356489477676
sg_37628,PKD1L2,813.4021349036611,726.290533690029
sg_49088,STON2,1507.8305181292471,1499.1122157780262
sg_43258,SFXN5,286.2339214012272,271.09451675338124
sg_4932,BTN1A1,1219.6054042313158,1130.9092154114935
sg_6413,CAMK1D,917.9397409806311,869.9301657011489
sg_2066,AMN,694.9261813497619,695.9441325609191
sg_28061,LY6H,349.4542831715852,269.07142334477396
sg_39497,PTPLA,541.1065609793634,509.81953896904537
sg_19211,GOLM1,244.4188789704392,232.65574198984214
sg_53460,TMEM51,620.7542608475309,590.7432753133382
sg_33023,NTNG1,733.7544350354937,744.4983743674949
sg_59164,SPATA31A3,1679.5708709699834,1509.227682821063
sg_18560,GGT1,531.1505984958424,558.3737807756211
sg_14699,ENTPD1,1062.7989951158609,1185.5327374438912
sg_19295,GPA33,812.4065386553091,813.2835502601438
sg_34201,OR2S2,421.137213052936,376.29537400096206
sg_36174,PCBP3,716.829298813508,550.2814071411918
sg_37097,PFN1,347.96088879905705,256.93286289313
sg_56647,USP48,1041.3936757762908,920.5075009163319
sg_2681,AQP8,595.8643546387285,625.1358632596628
sg_30427,MS4A8,356.92125503422585,392.48012126982064
sg_13548,DPY19L2,1110.5876150367615,1244.2024462935035
sg_23953,ITGB8,384.7979499880845,388.43393445260597
sg_3064,ASPHD1,281.2559401594667,325.71803878577896
sg_8950,CHST11,142.37026351434952,188.14768700048103
sg_2944,ASAH1,257.85942832319245,265.0252365275593
sg_30526,MTHFD1,941.8340509410814,999.4081438520175
sg_20444,GRAMD3,293.7008932638679,283.2330772050252
sg_20964,GYLTL1B,385.7935462364366,410.68796194728657
sg_53990,TMIE,623.7410495925872,645.366797345736
sg_11488,CTXN3,439.55574364744973,406.6417751300719
sg_45827,SLC36A1,451.5028986276748,434.96508285057445
sg_29310,MFSD1,1026.9575301751854,1054.0316658844151
sg_14792,EPDR1,599.846739632137,625.1358632596628
sg_22593,IFNB1,758.644341244296,627.1589566682701
sg_57987,YWHAQ,1294.2751228577229,1252.2948199279328
sg_31456,NEGR1,740.7236087739583,807.2142700343219
sg_20926,GULP1,801.4549799234361,789.006429356856
sg_37915,PLET1,162.77998660556744,244.79430244148608
sg_42754,SEMA4A,295.69208576057207,234.67883539844945
sg_37245,PHTF1,760.1377356168241,809.2373634429291
sg_30206,MRGPRD,820.3713086421259,916.4613140991173
sg_5061,C10orf54,554.5471103321166,426.87270921614515
sg_30439,MSLN,696.9173738464661,523.9811928292967
sg_33892,OR1G1,1600.420969225992,1584.082138939534
sg_55656,TSPAN9,276.2779589177062,295.3716376566691
sg_57024,VMP1,524.1814247573777,530.0504730551186
sg_28150,LYPD4,1163.8520143235985,1104.6090010995983
sg_17197,FNDC3B,367.8728137660989,424.8496158075378
sg_11871,CYP2A6,1793.068843282122,1905.753990908098
sg_37571,PIPOX,871.6445154322587,861.8377920667195
sg_36416,PCDHB13,1028.9487226718898,888.1380063786147
sg_49957,TAP1,493.3179410584628,380.34156081817673
sg_23195,IL1RAPL2,1189.737516780753,1143.0477758631375
sg_57267,VWF,389.775931229845,441.0343630763964
sg_6260,CACNG5,1026.4597320510095,1045.939292249986
sg_48096,SPATA31D1,406.20326932765454,447.10364330221836
sg_35489,ORM1,783.5342474530984,712.1288798297777
sg_54399,TNFRSF19,958.7591871630669,837.5606711634317
sg_12717,DGAT2L6,364.38822689686657,188.14768700048103
sg_30767,MYH9,643.6529745596291,657.5053577973799
sg_56419,UNC5B,748.6883787607751,661.5515446145946
sg_15357,EVC,891.5564403993006,778.8909623138193
sg_47494,SMAD2,446.02711926173833,410.68796194728657
sg_40579,RHBG,236.9519071077985,224.56336835541285
sg_33944,OR1L4,1141.4510987356764,1047.9623856585933
sg_35799,P2RY2,578.939218416743,548.2583137325845
sg_17705,G0S2,98.0662304626813,107.22395065618811
sg_43671,SIRPA,818.3801161454217,900.2765668302587
sg_2683,AQP9,731.7632425387894,623.1127698510554
sg_5506,C1orf233,845.2612148509282,847.6761382064683
sg_6860,CCDC67,415.66143368699943,432.9419894419671
sg_13404,DPCR1,1645.2228004018361,1304.8952485517232
sg_19667,GPR133,192.6478740561303,232.65574198984214
sg_58894,OR4A47,668.0450826442554,728.3136270986363
sg_10702,COX6C,1387.3633720786436,1262.4102869709695
sg_20131,GPR52,523.1858285090257,534.0966598723332
sg_18201,GALNTL5,804.4417686684924,786.9833359482486
sg_919,ACVR1B,966.7239571498837,969.0617427229076
sg_33829,OR14A2,1505.3415275083669,1563.8512048534606
sg_17656,FZD4,627.7234345859956,552.3045005497992
sg_28339,MAGEH1,456.48087986943534,439.01126966778907
sg_19432,GPM6A,521.6924341364975,469.3576707968989
sg_14894,EPHB1,1582.5002367556542,1399.9806387562674
sg_44953,SLC25A51,550.5647253387083,507.79644556043803
sg_1121,ADAM33,1313.1914515764126,999.4081438520175
sg_58340,ZMYM6,445.5293211375623,378.3184674095694
sg_34767,OR52E6,860.1951585762097,1110.6782813254204
sg_53772,TMEM78,393.26051809907733,418.78033558171586
sg_42113,SCARF2,184.1853059451375,184.10150018326638
sg_7258,CD24,1572.5442742721332,1493.0429355522042
sg_34910,OR5AR1,2373.003657947217,2184.9408812959086
sg_54043,TMPRSS11D,1172.3145824345913,1122.8168417770642
sg_45611,SLC35B2,550.0669272145323,641.3206105285213
sg_20079,GPR3,448.0183117584425,526.0042862379039
sg_51663,TMEM107,328.5467619561912,220.5171815381982
sg_1379,ADORA2A,287.22951764957924,321.67185196856434
sg_8991,CHST15,880.1070835432515,1092.4704406479543
sg_30753,MYCT1,667.5472845200793,657.5053577973799
sg_18764,GJA5,973.1953327641723,969.0617427229076
sg_29981,MOSPD3,592.8775658936722,564.4430610014431
sg_41863,S1PR5,898.5256141377653,795.0757095826779
sg_24049,ITPR2,229.98273336933383,265.0252365275593
sg_56871,VDAC2,510.2430772804484,457.219110345255
sg_35597,OSTM1,763.6223224860564,825.4221107117877
sg_12567,DENND3,440.05354177162576,339.87969264603026
sg_14574,EMR1,531.1505984958424,536.1197532809406
sg_48778,ST6GALNAC2,525.6748191299059,774.8447754966047
sg_54899,TRABD2A,957.7635909147149,1041.8931054327713
sg_13496,DPP6,1253.455676675287,1317.0338090033672
sg_12878,DIO2,692.9349888530578,560.3968741842284
sg_6935,CCL5,1535.7072130831057,1673.098248918256
sg_45624,SLC35B4,1213.134028617027,1280.6181276484353
sg_2420,APCDD1L,3178.441022864062,2951.693283158084
sg_22299,HTR7,768.6003037278169,805.1911766257145
sg_1125,ADAM33,683.4768244937129,704.0365061953484
sg_3284,ATP10A,1490.4075837830853,1359.518770584121
sg_56969,VIPR2,517.2122510189131,645.366797345736
sg_41898,SAMD5,1081.7153238345506,969.0617427229076
sg_57444,WFDC2,1085.199910703783,1124.8399351856715
sg_56838,VCAM1,155.31301474292673,182.07840677465907
sg_56686,UTY,492.32234481011074,463.28839057107695
sg_54951,TRAM2,761.1333318651763,600.8587423563749
sg_47423,SLITRK3,718.8204913102122,667.6208248404165
sg_9432,CLDND1,318.59079947267026,388.43393445260597
sg_23320,IL2RG,1422.209240770967,1436.3963201111992
sg_5585,C1QTNF6,1596.4385842325835,1503.158402595241
sg_26611,LILRB1,699.4063644673464,732.3598139158509
sg_22566,IFNAR1,587.4017865277358,647.3898907543434
sg_38929,PRRC1,1142.4466949840285,1177.4403638094618
sg_4300,BAI2,220.52456900998894,297.39473106527646
sg_56004,TXNDC15,1340.0725502819191,1260.3871935623622
sg_13550,DPY19L2,875.6269004256671,888.1380063786147
sg_24974,KCNK9,200.61264404294704,206.35552767794692
sg_6818,CCDC180,389.2781331056689,414.7341487645012
sg_4563,BET1L,995.5962483520944,1066.1702263360592
sg_4927,BTLA,1188.7419205324009,1052.0085724758078
sg_2971,ASB18,867.6621304388503,1009.5236108950542
sg_27158,LPPR4,956.7679946663628,991.3157702175882
sg_53539,TMEM56,801.9527780476121,722.2443468728143
sg_27856,LSMEM2,1497.874555645726,1565.874298262068
sg_37879,PLD5,750.1817731333032,704.0365061953484
sg_22743,IGF2,1298.257507851131,1181.4865506266765
sg_27336,LRIT2,552.5559178354124,572.5354346358724
sg_12994,DLK1,606.8159133706016,695.9441325609191
sg_86,ABCA13,1179.283756173056,1205.7636715299645
sg_28655,MARK4,687.9570076112973,669.6439182490238
sg_34022,OR2A4,917.9397409806311,815.3066436687511
sg_16565,FCGR2B,345.9696963023528,475.42695102272086
sg_30059,MPHOSPH9,1779.1304958051928,1727.7217709506538
sg_38768,PRIMA1,971.7019383916443,1015.5928911208761
sg_48895,ST8SIA6,580.432612789271,647.3898907543434
sg_26113,LARP4B,474.8994104639491,596.8125555391603
sg_33389,OMA1,887.5740554058922,871.9532591097561
sg_43720,SLAMF6,1036.9134926587064,849.6992316150756
sg_57149,VSIG4,1129.5039437554512,861.8377920667195
sg_28462,MAN2A2,1104.1162394224727,1296.802874917294
sg_25498,KIAA1644,1210.6450379961468,1169.3479901750327
sg_11728,CYB561D1,224.00915587922125,299.4178244738838
sg_37390,PIGL,1010.0323939531999,950.8539020454417
sg_27333,LRIT2,467.4324386013084,333.81041242020825
sg_38102,PLXNA3,418.6482224320557,463.28839057107695
sg_34673,OR51I1,687.9570076112973,675.7131984748459
sg_16524,FCER1G,906.9881822487581,843.6299513892536
sg_23877,ITGB1,307.6392407407972,343.9258794632449
sg_44379,SLC1A4,370.8596025111552,321.67185196856434
sg_27995,LTF,264.3308039374811,374.2722805923547
sg_45344,SLC2A8,298.67887450562836,234.67883539844945
sg_46687,SLC5A1,814.3977311520133,839.5837645720391
sg_53684,TMEM66,587.8995846519118,572.5354346358724
sg_1143,ADAM8,498.79372042439934,459.24220375386227
sg_51938,TMEM134,987.1336802411017,886.1149129700075
sg_53655,TMEM64,158.299803487983,115.3163242906174
sg_27204,LRBA,760.1377356168241,799.1218963998925
sg_48057,SPAM1,331.53355070124746,315.6025717427424
sg_23775,ITGA6,339.4983206880642,325.71803878577896
sg_16894,FIG4,174.22934346161654,155.77819246276385
