sgRNA,Gene,Endura,Addgene
sg_36651,PCMT1,823.8558955113582,791.0295227654633
sg_45434,SLC30A6,173.73154533744048,192.19387381769567
sg_50073,TAS2R38,904.0013935037018,878.0225393355781
sg_14936,EPHB6,231.47612774186197,291.3254508394545
sg_16466,FBXL17,1314.1870478247647,1232.0638858418597
sg_46813,SLC6A1,2139.038539584475,2027.1395954245374
sg_9072,CHSY3,634.1948102002842,657.5053577973799
sg_11126,CS,1324.6408084324617,1446.511787154236
sg_18906,GK2,688.9526038596493,631.2051434854848
sg_12792,DHRS3,68.69614113629451,89.01610997872221
sg_57097,VRK2,315.60401072761397,388.43393445260597
sg_2414,APCDD1L,1210.6450379961468,1062.1240395188445
sg_28589,5-Mar,1092.1690844422476,1080.3318801963105
sg_41709,RTN4RL1,162.77998660556744,159.8243792799785
sg_46278,SLC41A3,798.9659893025558,829.4682975290024
sg_49681,SYT11,948.30542655537,1011.5467043036615
sg_58407,ZNF584,672.0274676376638,637.2744237113067
sg_29775,MLN,1248.9754935577025,1319.0569024119745
sg_49337,SULF1,858.2039660795054,786.9833359482486
sg_49075,STOML3,973.1953327641723,843.6299513892536
sg_48437,SPTLC3,408.6922599485348,271.09451675338124
sg_9952,CNGA1,1433.658597627016,1373.6804244443722
sg_31884,NNT,665.0582938991992,615.0203962166262
sg_9478,CLEC17A,1094.6580750631279,1169.3479901750327
sg_38830,PRLR,1292.7817284851947,1248.2486331107182
sg_55472,TSPAN14,349.9520812957612,370.2260937751401
sg_13450,DPH7,327.55116570783906,455.19601693664765
sg_56458,UNC5D,1934.4435105481195,1733.7910511764758
sg_26630,LILRB2,235.9563108594464,256.93286289313
sg_3810,ATP8B4,1071.7593613510296,1052.0085724758078
sg_55285,TRPM7,938.3494640718491,987.2695834003736
sg_46446,SLC46A3,359.4102456551061,441.0343630763964
sg_12397,DDR1,179.70512282755305,200.28624745212497
sg_43223,SFXN2,2286.386784340585,1946.2158590802446
sg_17346,FRMD3,681.9834301211847,463.28839057107695
sg_50514,TEX10,1240.0151273225338,1250.2717265193255
sg_40832,RNF144B,991.6138633586861,979.1772097659443
sg_48640,SSTR2,2122.1134033624894,2051.4167163278253
sg_25065,KCNN4,452.99629300020297,526.0042862379039
sg_51010,TLL2,471.4148235947167,540.1659400981553
sg_29079,MEP1A,702.3931532124027,888.1380063786147
sg_20786,GRM7,825.3492898838863,793.0526161740705
sg_16330,FAR2,337.50712819136004,297.39473106527646
sg_2824,ARMCX2,833.3140598707031,962.9924624970857
sg_21926,HS6ST2,879.1114872948995,728.3136270986363
sg_15062,ERBB4,1023.4729433059531,900.2765668302587
sg_32221,nontargeting,910.4727691179904,977.154116357337
sg_57048,VN1R4,780.5474587080421,655.4822643887726
sg_30246,MRGPRX2,640.1683876903968,580.6278082703017
sg_4547,BET1,1212.138432368675,1209.809858347179
sg_23482,IMPG2,828.8338767531186,882.0687261527928
sg_57338,WDR11,528.1638097507861,639.297517119914
sg_22789,IGFL1,993.1072577312142,886.1149129700075
sg_44779,SLC25A22,789.507824943211,594.7894621305529
sg_37863,PLD3,575.9524296716867,655.4822643887726
sg_5670,C2orf74,682.4812282453607,685.8286655178824
sg_55008,TREM1,533.1417909925466,633.2282368940921
sg_55485,TSPAN15,505.762894162864,469.3576707968989
sg_26720,LINGO3,599.3489415079608,550.2814071411918
sg_32981,NTM,518.2078472672652,517.9119126034747
sg_7118,CD163L1,281.2559401594667,234.67883539844945
sg_39771,PTPRZ1,833.8118579948791,859.8146986581122
sg_57514,WNT11,167.26016972315188,228.6095551726275
sg_49478,SV2B,3298.410370790489,3222.7877999114653
sg_25471,KIAA1524,671.5296695134878,736.4060007330655
sg_5117,C11orf87,627.7234345859956,548.2583137325845
sg_34209,OR2T10,1057.8210138741003,1141.0246824545302
sg_18830,GJB6,1394.8303439412844,1541.59717735878
sg_56113,UBE2J2,2298.3339393208103,2160.663760392621
sg_6492,CAMKK2,1638.2536266633715,1573.9666718964972
sg_45643,SLC35C2,700.8997588398745,762.7062150449607
sg_4998,BTNL9,494.81133543099094,420.80342899032314
sg_37465,PIGR,486.8465654441742,368.20300036653276
sg_56876,VDAC2,456.97867799361137,430.9188960333598
sg_40067,RALGAPA2,267.8153908067134,315.6025717427424
sg_26445,LGALS3BP,1396.8215364379885,1410.096105799304
sg_27454,LRP6,1854.795810679952,1780.322199574444
sg_28533,MAOA,1304.2310853412437,1286.6874078742574
sg_29564,MGST3,382.8067574913803,339.87969264603026
sg_7822,CD97,952.2878115487783,829.4682975290024
sg_6049,CACFD1,1445.6057526072411,1369.6342376271575
sg_36918,PDZK1IP1,1072.2571594752058,1118.7706549598495
sg_3931,AVL9,784.0320455772744,679.7593852920605
sg_57843,XXYLT1,467.4324386013084,574.5585280444797
sg_1155,ADAM9,1073.750553847734,1005.4774240778395
sg_29198,MFAP5,665.0582938991992,548.2583137325845
sg_56620,USMG5,1375.9140152225946,1412.1191992079114
sg_2579,APP,1570.553081775429,1442.4656003370212
sg_26044,LAMP1,661.0759089057907,663.5746380232019
sg_27572,LRRC38,706.375538205811,679.7593852920605
sg_57276,WAC,819.8735105179499,989.2926768089809
sg_7666,CD69,299.1766726298044,254.90976948452268
sg_35898,PAAF1,456.48087986943534,536.1197532809406
sg_43173,SFT2D1,741.7192050223103,718.1981600555996
sg_9935,CMTM8,882.5960741641318,768.7754952707827
sg_22980,IL11RA,906.4903841245821,906.3458470560806
sg_2055,AMN,855.7149754586252,799.1218963998925
sg_33548,OR10A7,813.4021349036611,791.0295227654633
sg_15435,EXOG,588.3973827760879,507.79644556043803
sg_45149,SLC27A5,816.3889236487174,871.9532591097561
sg_20442,GRAMD3,1019.9883564367208,985.2464899917662
sg_32989,NTN1,1014.5125770707842,888.1380063786147
sg_10795,CPQ,769.595899976169,754.6138414105314
sg_36987,PEX11B,676.5076507552482,641.3206105285213
sg_10730,COX8C,583.9171996585034,461.2652971624696
sg_22533,IFITM1,957.2657927905389,936.6922481851905
sg_2836,ARMCX3,875.6269004256671,958.9462756798711
sg_32043,nontargeting,660.5781107816147,760.6831216363535
sg_1945,ALPL,265.32640018583317,210.40171449516157
sg_20668,GRIN3A,1691.0202278260324,1650.8442214235754
sg_39922,QPCTL,371.35740063533126,327.7411321943863
sg_52085,TMEM150A,481.3707860782377,671.6670116576312
sg_40971,RNF183,197.1280571737147,222.5402749468055
sg_2370,AOC3,710.8557213233954,898.2534734216514
sg_5263,C16orf52,598.8511433837848,592.7663687219456
sg_33542,OR10A5,839.7854354849917,799.1218963998925
sg_47400,SLITRK1,1519.2798749852961,1681.1906225526852
sg_33339,OLFM1,1161.8608218268942,1414.1422926165187
sg_51699,TMEM110,1003.0632202147352,918.4844075077245
sg_46842,SLC6A17,507.2562885353921,560.3968741842284
sg_10310,COL12A1,1342.5615409027994,1658.9365950580047
sg_58400,ZNF511,733.2566369113176,754.6138414105314
sg_21638,HLA-DRB5,1183.7639392906403,1171.37108358364
sg_57179,VSTM2A,530.1550022474903,572.5354346358724
sg_44904,SLC25A44,1284.3191603742018,1418.1884794337334
sg_52967,TMEM237,1741.7956364919894,1545.6433641759947
sg_19123,GML,345.9696963023528,402.5955883128573
sg_1797,ALG10B,799.4637874267319,912.4151272819026
sg_9458,CLEC12A,230.97832961768592,228.6095551726275
sg_18215,GALR1,344.97410005400076,315.6025717427424
sg_915,ACVR1,409.1900580727108,487.5655114743648
sg_34310,OR2V2,1104.614037546649,1001.4312372606248
sg_3051,ASPH,1362.4734658698412,1145.0708692717449
sg_44005,SLC14A2,617.7674721024746,685.8286655178824
sg_49309,STYK1,395.2517105957815,513.86572578626
sg_21978,HSD11B2,252.881447081432,297.39473106527646
sg_44462,SLC22A11,531.6483966200185,515.8888191948673
sg_16363,FAT1,540.6087628551873,687.8517589264898
sg_6410,CAMK1,1692.0158240743847,1507.2045894124556
sg_53720,TMEM69,301.66566325068464,352.0182530976742
sg_49471,SV2A,657.0935239123824,564.4430610014431
sg_27486,LRRC15,1518.284278736944,1373.6804244443722
sg_32128,nontargeting,1032.931107665298,950.8539020454417
sg_46425,SLC46A1,322.0753863419026,386.4108410439987
sg_18828,GJB5,564.0052746914615,491.61169829157944
sg_22111,HSPA13,389.2781331056689,511.8426323776527
sg_31800,NLGN3,2102.6992765196237,2142.455919715155
sg_2499,APOB,224.00915587922125,165.89365950580049
sg_29548,MGST1,541.1065609793634,461.2652971624696
sg_4288,BAI1,424.6217999221683,521.9580994206893
sg_28051,LY6G6F,422.13280930128803,528.0273796465112
sg_13228,DNAJC19,694.4283832255859,784.9602425396413
sg_11489,CTXN3,472.90821796724487,534.0966598723332
sg_39783,PTRH2,1212.6362304928512,1278.595034239828
sg_48728,ST3GAL5,919.4331353531593,912.4151272819026
sg_24409,KCNB2,113.49797231213877,131.50107155947597
sg_1319,ADCY9,1199.693479264274,1389.865171713231
sg_58885,OR14J1,430.59537741228087,515.8888191948673
sg_51696,TMEM110,428.6041849155767,374.2722805923547
sg_22524,IFITM10,161.78439035721536,220.5171815381982
sg_52421,TMEM18,396.74510496830965,441.0343630763964
sg_24449,KCNC4,664.560495775023,562.4199675928357
sg_5873,C6orf136,375.8375837529157,329.76422560299363
sg_54913,TRAF3IP3,1301.7420947203636,1171.37108358364
sg_44721,SLC24A2,849.7413979685126,811.2604568515364
sg_44690,SLC23A2,350.94767754411333,301.44091788249114
sg_26045,LAMP1,594.8687583903765,659.5284512059873
sg_8577,CFHR5,178.70952657920097,141.6165386025126
sg_21275,HERPUD2,612.2916927365382,681.7824787006679
sg_6063,CACNA1A,1369.4426396083059,1353.449490358299
sg_12376,DCT,1317.671634693997,1339.2878364980477
sg_15943,FAM178A,575.9524296716867,495.6578851087941
sg_3434,ATP1A3,428.6041849155767,453.1729235280403
sg_5871,C6orf136,1371.931630229186,1205.7636715299645
sg_38623,PPM1L,1249.4732916818787,1159.232523131996
sg_45161,SLC27A6,136.39668602423694,84.96992316150757
sg_16315,FANCM,376.3353818770917,384.38774763539135
sg_4878,BSG,1069.7681688543255,946.8077152282272
sg_53119,TMEM254,190.6566815594261,329.76422560299363
sg_50919,TIMM17B,1174.3057749312954,1189.5789242611058
sg_34935,OR5B21,1725.3682983941796,1919.9156447683495
sg_52070,TMEM14C,1257.9358597928713,1284.66431446565
sg_5013,BVES,226.49814650010148,192.19387381769567
sg_20520,GRIA3,399.2340955891899,291.3254508394545
sg_53524,TMEM55B,604.3269227497213,627.1589566682701
sg_31716,NKAIN2,522.6880303848496,511.8426323776527
sg_9995,CNGB1,122.45833854730762,80.92373634429292
sg_30137,MPZL1,430.09757928810484,406.6417751300719
sg_43709,SIT1,1298.257507851131,1331.1954628636186
sg_27985,LTF,650.6221482980937,621.0896764424481
sg_9319,CLDN19,1762.2053595832072,1622.520913703073
sg_11586,CXCL10,180.2029209517291,153.75509905415655
sg_45846,SLC36A2,866.6665341904983,920.5075009163319
sg_52410,TMEM180,801.4549799234361,758.6600282277461
sg_26275,LECT1,1679.5708709699834,1938.1234854458153
sg_43327,SGMS1,498.79372042439934,706.0595996039557
sg_14358,ELOVL5,436.56895490239344,441.0343630763964
sg_2815,ARMCX1,1173.3101786829434,1193.6251110783205
sg_52354,TMEM176B,1192.724305525809,1193.6251110783205
sg_43214,SFXN1,1327.627597177518,1310.9645287775452
sg_13811,DUSP13,1758.222974589799,1863.2690293273445
sg_31638,NINJ2,603.8291246255453,604.9049291735895
sg_53113,TMEM25,1961.324609253626,1950.2620458974593
sg_33489,OPRD1,838.7898392366396,667.6208248404165
sg_51032,TLR1,1041.3936757762908,1205.7636715299645
sg_17580,FXYD4,339.4983206880642,445.080549893611
sg_1441,ADRA2B,626.2300402134674,651.4360775715579
sg_2927,ART3,604.3269227497213,568.4892478186578
sg_27328,LRIT1,981.1601027509892,1098.5397208737763
sg_44453,SLC22A10,602.3357302530171,513.86572578626
sg_25419,KIAA1324,315.1062126034379,305.48710469970575
sg_25706,KLK8,825.3492898838863,926.5767811421539
sg_34607,OR51B2,499.78931667275145,469.3576707968989
sg_10763,CPED1,1099.1382581807122,944.7846218196198
sg_53977,TMEM9B,784.5298437014504,817.3297370773585
sg_39667,PTPRM,656.0979276640303,706.0595996039557
sg_45217,SLC29A3,917.9397409806311,1007.5005174864468
sg_54894,TRABD2A,747.6927825124229,683.8055721092751
sg_12757,DHCR24,865.1731398179701,880.0456327441855
sg_23984,ITLN1,419.64381868040783,430.9188960333598
sg_26906,LMO7,635.6882045728123,653.4591709801653
sg_51459,TMCO4,809.9175480344288,922.5305943249392
sg_21144,HCN1,665.5560920233752,740.4521875502802
sg_53726,TMEM70,952.2878115487783,969.0617427229076
sg_9091,CISD2,1605.3989504677525,1658.9365950580047
sg_40768,RNF122,522.1902322606736,588.7201819047309
sg_12253,DCAF17,1201.684671760978,1377.7266112615869
sg_26376,LEPROTL1,313.61281823090974,333.81041242020825
sg_2829,ARMCX2,758.14654312012,744.4983743674949
sg_995,ADAM12,275.7801607935302,273.1176101619886
sg_16700,FER1L6,1185.7551317873445,1230.0407924332524
sg_38769,PRIMA1,1638.2536266633715,1618.4747268858582
sg_30384,MS4A4A,1259.4292541653995,1308.9414353689378
sg_21400,HHLA2,213.05759714734822,182.07840677465907
sg_43215,SFXN1,361.4014381518103,540.1659400981553
sg_46415,SLC45A4,726.2874631728529,819.3528304859658
sg_18149,GALNT3,514.7232603980328,515.8888191948673
sg_11530,CUX2,253.8770433297841,313.57947833413505
sg_36303,PCDH9,951.2922153004263,983.2233965831589
sg_27813,LRTM2,401.2252880858941,455.19601693664765
sg_2071,AMOT,1100.1338544290645,1169.3479901750327
sg_51528,TMED6,539.6131666068352,633.2282368940921
sg_26707,LINC00493,611.296096488186,637.2744237113067
sg_42211,SCN2B,433.58216615733716,523.9811928292967
sg_38414,PON2,391.26932560237316,299.4178244738838
sg_54080,TMPRSS2,249.89465833637573,254.90976948452268
sg_6612,CASR,462.45445735954786,406.6417751300719
sg_49163,STX10,752.1729656300074,825.4221107117877
sg_52701,TMEM206,144.85925413522975,163.87056609719315
sg_7941,CDH1,1751.7515989755102,1658.9365950580047
sg_17569,FXYD2,483.3619785749419,408.66486853867923
sg_2860,ARSB,478.3839973331814,491.61169829157944
sg_36796,PDE3B,178.70952657920097,182.07840677465907
sg_23627,IQCF5,260.84621706824873,214.44790131237622
sg_58679,OR10A7,638.6749933178686,568.4892478186578
sg_58902,TAS2R40,1303.2354890928916,1230.0407924332524
sg_30847,MYRF,502.27830729363166,564.4430610014431
sg_49953,TAP1,1017.9971639400167,722.2443468728143
sg_8474,CERS2,1776.1437070601366,1747.952705036727
sg_57627,WNT9B,1100.6316525532404,1183.5096440352838
sg_8944,CHST11,314.60841447926185,424.8496158075378
sg_51034,TLR2,416.65702993535155,366.1799069579254
sg_7055,CCT4,491.82454668593465,558.3737807756211
sg_26682,LIME1,867.1643323146743,831.4913909376097
sg_31508,NETO1,382.8067574913803,315.6025717427424
sg_14757,ENTPD8,804.9395667926684,712.1288798297777
sg_44987,SLC25A5,596.3621527629045,552.3045005497992
sg_22763,IGF2R,344.4763019298247,331.78731901160097
sg_21393,HHIPL2,1033.4289057894741,1130.9092154114935
sg_47053,SLC7A6,373.34859313203543,489.58860488297216
sg_41396,RPL28,524.6792228815538,544.2121269153698
sg_47605,SMIM12,954.7768021696586,914.43822069051
sg_48988,STIM1,719.8160875585643,831.4913909376097
sg_1490,AEBP1,357.41905315840194,364.15681354931814
sg_17718,G6PC3,335.51593569465587,265.0252365275593
sg_41667,RTN2,673.5208620101919,564.4430610014431
sg_37867,PLD3,631.2080214552279,702.013412786741
sg_31111,NCLN,754.6619562508877,708.082693012563
sg_23506,INO80C,1348.037320268736,1353.449490358299
sg_49981,TAPBP,499.29151854857537,453.1729235280403
sg_11280,CST9,244.91667709461524,246.8173958500934
sg_12630,DERL2,553.0537159595884,347.97206628045956
sg_37421,PIGO,597.3577490112567,770.79858867939
sg_29235,MFI2,381.3133631188522,279.18689038781054
sg_55461,TSPAN13,1295.768517230251,1116.7475615512421
sg_14050,EDEM3,405.7054712034785,378.3184674095694
sg_51822,TMEM125,1402.795113928101,1225.9946056160377
sg_18013,GALC,1334.5967709159827,1414.1422926165187
sg_49790,SYT8,486.34876731999816,532.0735664637259
sg_7245,CD22,478.88179545735744,455.19601693664765
sg_15844,FAM162B,1555.1213399259716,1751.9988918539416
sg_54743,TPBG,1575.5310630171896,1770.2067325314076
sg_13453,DPM2,740.7236087739583,813.2835502601438
sg_39480,PTK7,677.0054488794242,576.581621453087
sg_26255,LDLRAD4,920.9265297256874,902.2996602388661
sg_18232,GALR3,565.4986690639896,572.5354346358724
sg_32838,NRROS,1249.9710898060546,1422.234666250948
sg_14659,ENPP3,584.4149977826795,596.8125555391603
sg_21967,HSD11B1L,1087.6889013246632,1130.9092154114935
sg_43604,SIGLECL1,140.87686914182137,204.33243426933961
sg_23580,INTS12,916.944144732279,971.084836131515
sg_48036,SPACA4,1360.9800714973132,1258.3641001537549
sg_28056,LY6H,829.3316748772947,722.2443468728143
sg_10475,COL5A3,1232.0503573357169,1104.6090010995983
sg_57669,WSCD2,615.7762796057705,592.7663687219456
sg_58510,ZPBP,921.9221259740395,954.9000888626564
sg_42194,SCN1B,828.3360786289426,884.0918195614001
sg_59023,DSEL,428.6041849155767,424.8496158075378
sg_619,AC244517.1,256.8638320748404,236.7019288070568
sg_23694,ITGA10,1926.4787405613029,2000.8393811126423
sg_47903,SNX14,1644.227204153484,1588.1283257567484
sg_753,ACKR4,156.80640911545487,95.08539020454418
sg_48126,SPCS2,534.1373872408986,574.5585280444797
sg_38095,PLXNA2,1119.5479812719302,1199.6943913041425
sg_25612,KIRREL,1667.125917865582,1727.7217709506538
sg_45795,SLC35G1,382.3089593672043,544.2121269153698
sg_53474,TMEM52,280.75814203529063,265.0252365275593
sg_3180,ATF7,950.2966190520742,1011.5467043036615
sg_41694,RTN4,346.96529255070493,400.57249490424994
sg_18895,GJE1,597.3577490112567,730.3367205072435
sg_8937,CHST1,850.2391960926886,1090.447347239347
sg_15992,FAM198B,799.9615855509079,809.2373634429291
sg_9082,CISD1,899.0234122619413,813.2835502601438
sg_4365,BCAN,583.9171996585034,544.2121269153698
sg_53328,TMEM39A,785.0276418256265,851.722325023683
sg_55430,TSPAN11,1402.2973158039251,1278.595034239828
sg_20082,GPR37,693.4327869772338,756.6369348191388
sg_3591,ATP4A,626.2300402134674,562.4199675928357
sg_22215,HTR2C,716.331500689332,665.5977314318093
sg_52747,TMEM212,658.0891201607344,643.3437039371287
sg_47560,SMG5,1311.6980572038844,1045.939292249986
sg_24225,JAM3,462.45445735954786,443.05745648500374
sg_28235,LZTFL1,445.5293211375623,400.57249490424994
sg_45356,SLC2A9,463.4500536079,475.42695102272086
sg_5751,C3orf55,151.33062974951835,137.57035178529796
sg_22898,IGSF8,216.54218401658056,236.7019288070568
sg_21837,HRH3,523.6836266332017,566.4661544100504
sg_52289,TMEM171,490.8289504375826,590.7432753133382
sg_45083,SLC26A8,657.5913220365584,693.9210391523118
sg_39156,PSENEN,451.5028986276748,477.4500444313282
sg_57258,VWA9,1465.019879450107,1373.6804244443722
sg_27157,LPPR4,317.59520322431814,313.57947833413505
sg_9580,CLEC5A,1669.1171103622864,1843.038095241271
sg_20663,GRIN2D,1206.1648548785624,1108.655187916813
sg_21606,HLA-DQB1,442.04473426832993,481.49623124854287
sg_57994,YWHAQ,783.0364493289223,855.7685118408975
sg_33371,OLFML3,2071.3379946965324,2184.9408812959086
sg_26091,LAPTM4B,987.6314783652778,952.876995454049
sg_3749,ATP7B,168.75356409568002,198.26315404351763
sg_2231,ANO2,1706.949767799666,1640.728754380539
sg_27012,LPAR5,1501.8569406391346,1644.7749411977536
sg_22987,IL11RA,588.8951809002639,596.8125555391603
sg_50849,THSD4,594.8687583903765,471.38076420550624
sg_38987,PRRT1,392.2649218507252,463.28839057107695
sg_35175,OR6K6,480.8729879540616,436.9881762591817
sg_35556,OSBPL8,1370.4382358566581,1319.0569024119745
sg_16194,FAM3D,555.5427065804687,558.3737807756211
